SKU	Brand	Line	Vitola	Country	Tier	Strength	Body	Flavor Family	Occasion	Smoke Time	Pairing Affinity	Wrapper	Binder	Filler	Notes	Wrapper Role	Binder Role	Filler Role	Flavor Notes	Best For	Avoid If	Why Recommend	Recommendation Confidence	Source Confidence	Beginner Safe	Image URL	Article Source	MSRP USD	Length	Ring Gauge	Shape	Stick Size	Catalog Line	Member Blurb	Price Note	Size Note	CA Rating	CA List Year	CA List	CA Rank	Data Grade (1-10)
CUR-11-VR-UNICO	Vegas Robaina	Vegas Robaina	Unicos	Cuba	6	4	Medium-Full	Woodsy	After dinner	90 min	Rum	Cuba	Cuba	Cuba	Curated classic (user list). Teaches Vegas Robaina in Unicos - Cuban character, construction, and hall-of-fame reference status.	Cuba wrapper sets top-note, color, and burn for this vitola.	Cuba binder supports structure and integration with the filler.	Cuba filler drives body, strength, and the flavor arc Sterlon should echo.	medium-full, rich, woody, earthy, balanced	Verified against https://www.habanos.com/en/the-habanos-brands-academia/vegas-robaina-brand/.	Beginner seeking ultra-mild only, or user needs U.S. retail when cigar is island Cuban.	Recommend when the user cites this hall-of-fame stick, Vegas Robaina, or asks for a medium-full woodsy reference.	High	Habanos official	Maybe		https://www.habanos.com/en/the-habanos-brands-academia/vegas-robaina-brand/	14.	5.25	52.	Robusto	5¼ × 52 · Robusto	Arturo Fuente Don Carlos No. 2 · 5¼ × 52 · Robusto · Medium · Dominican · $14 · Notes: cedar, baking spice, sweet tobacco, toast	Don Carlos No. 2 — Cameroon elegance, baking spice, and classic Fuente balance. Beginner-friendly premium Dominican.		Classic Don Carlos; CA24-09 is Eye of the Bull toro.					10
CA25-17-VIAJE-ANNIV-SILVER	Viaje	Fifteen Plus Two And A Half Anniversary Silver	Toro	Nicaragua	5	5	Medium-Full	Sweet Spice	Celebration	90 min	Bourbon	Nicaragua	Nicaragua	Nicaragua	Cigar Aficionado 2025 #17, rated 95. Teaches anniversary boutique Nicaraguan puro character from Aganorsa with Criollo wrapper and festive flavor energy.	Nicaraguan Criollo wrapper contributes spice, sweetness, and celebratory aroma.	Nicaraguan binder supports box-pressed structure and puro identity.	Nicaraguan filler brings Aganorsa-style sweetness, spice, and medium-full body.	gingerbread, caramel, Christmas cake, candied orange peel, nutmeg	Verified against https://www.cigaraficionado.com/top25cigar/viaje-fifteen-plus-two-and-a-half-anniversary-silver-2025.	User wants mild Connecticut or low-flavor intensity.	Recommend when the user wants a festive boutique Nicaraguan with strong annual-list credibility.	High	Cigar Aficionado 2025 Top 25 review tasting prose	No	https://mshanken.imgix.net/cao/bolt/2025-12/top17-ratingh.jpg	16.32	16.32	6.13	52.	Toro	6⅛ × 52 · Toro	Vegas Robaina Unicos · 6⅛ × 52 · Toro · Medium-Full · Cuban · — · Notes: cedar, wood, earth, leather	Robaina family Cuban - earthy sweetness, medium-full body, and toro timing. For Habanos smokers who want more than Hoyo cream.	Island Cuban; not U.S. retail MSRP.		95	2025	Top 25	17	10
CA24-13-VIVA-JESTER	Viva La Vida	Viva La Vida	Jester	Nicaragua	5	4	Medium-Full	Sweet Spice	Special occasion	90 min	Rum	Mexico	Nicaragua	Nicaragua	Cigar Aficionado 2024 #13, rated 93. Teaches Viva La Vida identity in Jester format - regional character, construction, and Top 25 prestige.	Mexico wrapper sets the top-note character, color, and burn personality for this vitola.	Nicaragua binder supports structure, combustion, and integration with the filler stack.	Nicaragua filler drives body, strength, and the core flavor arc Sterlon should echo.	cedar, baking spice, sweet tobacco, toast, light cocoa	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/viva-la-vida-jester-2024.	Beginner nicotine-sensitive, very short time window, or user wants opposite body/wrapper style.	Recommend when the user asks for 2024 Top 25 picks, Viva La Vida, or a medium-full rum-friendly smoke at this size.	High	Cigar Aficionado official review	Maybe		https://www.cigaraficionado.com/top25cigar/viva-la-vida-jester-2024	9.	6.	52.	Toro	6 × 52 · Toro	My Father Original Toro · 6 × 52 · Toro · Medium-Full · Nicaragua · $9 · Notes: earth, savory spice, cedar, cocoa	My Father Original toro — Pepín's flagship Nicaraguan habano puro: pepper, cedar, earth, and savory depth. The line before Judge and Le Bijou.		Core My Father line; CA24-01/CUR-16 are The Judge; L4-MYF-LEBIJOU is Le Bijou 1922.	93	2024	Top 25	13	10
CA24-23-WARPED-CORTO	Warped	Corto	X52	Nicaragua	5	4	Medium-Full	Sweet Spice	Quick lunch break	45 min	Coffee	Nicaragua	Nicaragua	Nicaragua	Cigar Aficionado 2024 #23, rated 92. Teaches Corto identity in X52 format - regional character, construction, and Top 25 prestige.	Nicaragua wrapper sets the top-note character, color, and burn personality for this vitola.	Nicaragua binder supports structure, combustion, and integration with the filler stack.	Nicaragua filler drives body, strength, and the core flavor arc Sterlon should echo.	cedar, baking spice, sweet tobacco, toast, light cocoa	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/warped-corto-x52-2024.	Beginner nicotine-sensitive, very short time window, or user wants opposite body/wrapper style.	Recommend when the user asks for 2024 Top 25 picks, Corto, or a medium-full coffee-friendly smoke at this size.	High	Cigar Aficionado official review	Maybe		https://www.cigaraficionado.com/top25cigar/warped-corto-x52-2024	11.	5.	50.	Robusto	5 × 50 · Robusto	Aksum Claro · 5 × 50 · Robusto · Medium · Nicaragua · $11 · Notes: cream, cedar, nuts, toast	Boutique claro surprise — Ecuador wrapper cream and gentle spice. Top 25 proof that medium body can still feel premium.			92	2024	Top 25	23	10
BB25-20-ZINO-NIC-HC	Zino	Nicaragua	Half Corona	Honduras	3	3	Medium	Woodsy	Morning coffee	30 min	Coffee	Ecuador	Honduras	Nicaragua	Cigar Aficionado 2025 Best Buy, rated 88 (≤$7 MSRP). Teaches Nicaragua in Half Corona - value Honduras pick for budget-conscious smokers.	Ecuador wrapper sets top-note, color, and burn for this vitola.	Honduras binder supports structure and integration with the filler.	Nicaragua filler drives body, strength, and the flavor arc Sterlon should echo.	cedar, wood, earth, leather, mineral tobacco	Flavor chips from CA article https://www.cigaraficionado.com/top25cigar/zino-nicaragua-half-corona-2025.	User wants ultra-premium collector rarity or maximum strength regardless of price.	Recommend for value seekers, humidor fillers, or 'something good under $7' requests - cite CA 2025 Best Buy list.	High	Cigar Aficionado official review	Yes		https://www.cigaraficionado.com/top25cigar/zino-nicaragua-half-corona-2025	7.	4.	32.	Lonsdale	6½ × 44 · Lonsdale	Charter Oak Connecticut Habano · 6½ × 44 · Lonsdale · Medium · Nicaragua · $7 · Notes: earth, savory spice, cedar, cocoa	Charter Oak habano lonsdale - Nicaraguan structure with habano top notes. Step up from shade Charter Oak on our 2024 list.		Charter Oak habano lonsdale; BB24-06 is Connecticut Shade Rothschild.	88	2025	Best Buy		10
																																									
																																									
CUR-30-LADC-MI-AMOR-ROB	La Aroma de Cuba	Mi Amor	Robusto	Nicaragua	5	4	Medium-Full	Sweet Spice	After dinner	60 min	Bourbon	Mexican San Andrés	Nicaragua	Nicaragua (Estelí, Jalapa, Namanji)	Level 5 prestige Nicaraguan: teaches Mexican San Andrés wrapper richness, dark chocolate, almond, espresso, and Garcia-family blending mastery. 96-rated, former #2 Cigar of the Year.	Mexican San Andrés wrapper delivers dark chocolate, earthy sweetness, and dense oily texture to the Mi Amor profile.	Nicaraguan binder provides structure and combustion support for the premium Garcia-estate filler stack.	Nicaraguan filler (Estelí, Jalapa, Namanji) drives dark chocolate, espresso, almond, and medium-full body complexity.	dark chocolate, almond, espresso, black pepper, coconut, cocoa	Experienced smoker, after dinner, bourbon pairing, user wants 96-rated former #2 Cigar of the Year prestige in a full-flavor San Andrés package.	Beginner, nicotine-sensitive, user wants mild Connecticut cream or lowest price point.	Recommend for 96-rated former #2 Cigar of the Year — Mexican San Andrés depth over Garcia-family Nicaraguan tobaccos with outstanding versatility.	High	Official site + CA ratings	No		https://www.laaromadecuba.com/cigars/la-aroma-de-cuba-cigars/la-aroma-de-cuba-mi-amor	12.	5.	50.	Robusto	5 × 50 · Robusto	La Aroma de Cuba Mi Amor · 5 × 50 · Robusto · Medium-Full · Nicaragua · $12 · Notes: dark chocolate, almond, espresso, black pepper	Former #2 Cigar of the Year — Mexican San Andrés wrapper over Garcia-family Nicaraguan tobaccos. Dark chocolate, almond, espresso, and cracked black pepper with bourbon-ready body.	Multiple vitolas; Robusto ~$12 representative; larger formats higher.	Line also: Duque 5¼×56, Belicoso 5½×54, Magnifico 6×52, Valentino 6×60, Churchill 7×50.					
CUR-31-LADC-EE-N2	La Aroma de Cuba	Edición Especial	No. 2	Nicaragua	4	3	Medium	Earthy	After dinner	60 min	Rum	Ecuador Habano (Cuban-seed)	Nicaragua	Nicaragua	Level 4 boutique Nicaraguan: teaches Ecuador Habano (Cuban-seed) wrapper character, earthy complexity, and accessible Garcia-family value. Debuted with a CA Top 5 Cigars of the Year ranking.	Ecuador Habano (Cuban-seed) wrapper adds oily sweetness, spice, and earthy Cuban-legacy character on the nose.	Nicaraguan binder supports combustion and structure through the Garcia-factory production standard.	Nicaraguan filler drives body, earthy core, cedar, and medium complexity at an accessible price point.	cedar, earth, leather, sweet tobacco, spice, cocoa	Intermediate smoker, after dinner, rum pairing, user wants approachable Garcia-family character at a value price point.	Beginner wanting lowest price or mildest profile; user expecting full-bodied power.	Recommend when the user wants Garcia-family blending quality with Cuban-seed tobacco character at a lower price than Mi Amor or Reserva.	High	Official site + halfwheel	No		https://halfwheel.com/ashton-remakes-la-aroma-de-cuba-edicion-especial/371122/	8.	5.	50.	Robusto	5 × 50 · Robusto	La Aroma de Cuba Edición Especial No. 2 · 5 × 50 · Robusto · Medium · Nicaragua · $8 · Notes: cedar, earth, leather, sweet tobacco	Garcia-family craftsmanship at an everyday price — Ecuador Habano (Cuban-seed) wrapper over Nicaraguan tobaccos. Cedar, earth, and mild sweetness under $10.	Six vitolas from $7.50–$8.90; No. 2 Robusto is representative.	Line also: No. 1 (5⅝×46), No. 3 (6×50), No. 4 (7×49), No. 5 (5½×52), No. 60 (6×60).					
CUR-32-LADC-HAB-RES-MON	La Aroma de Cuba	Habano Reserve	Monarch	Nicaragua	5	4	Medium-Full	Earthy	Celebration	90 min	Bourbon	Ecuador Habano Rosado	Nicaragua	Nicaragua (triple-fermented)	Level 5 limited boutique: teaches Ecuador Habano Rosado wrapper complexity, triple-fermented filler depth, and annual limited-release character from Garcia-family estates. Only 3,000 boxes per year.	Ecuador Habano Rosado wrapper adds oily reddish-brown character, spice, and layered sweetness unique to the rosado priming.	Nicaraguan binder supports Garcia-family construction standards and even burn through the premium filler stack.	Triple-fermented Nicaraguan filler drives evolved complexity, earth, cocoa, and smooth medium-full body.	cedar, cocoa, earth, spice, leather, sweet tobacco	Intermediate to experienced smoker, celebration, bourbon pairing, user wants limited-release prestige without premium pricing.	Beginner, user wants mild Connecticut, or needs reliable year-round availability.	Recommend for limited annual release prestige — Ecuador Habano Rosado wrapper and triple-fermented Nicaraguan filler at an accessible price point.	High	Official site + halfwheel	No		https://www.laaromadecuba.com/cigars/la-aroma-de-cuba-cigars/la-aroma-de-cuba-habano-reserve	10.	6.	52.	Toro	6 × 52 · Toro	La Aroma de Cuba Habano Reserve · 6 × 52 · Toro · Medium-Full · Nicaragua · $10 · Notes: cedar, cocoa, earth, spice, leather	Annual limited release — Ecuador Habano Rosado wrapper over triple-fermented Nicaraguan tobaccos. Cedar, cocoa, and spice in a single refined format. Only 3,000 boxes per year.	Single vitola; MSRP ~$10; limited annual release (3,000 boxes).	Single vitola only: Monarch 6×52.					
CUR-33-LADC-RESERVA-DIV	La Aroma de Cuba	Reserva	Divino	Nicaragua	5	4	Full	Coffee	After dinner	90 min	Bourbon	San Andrés Oscuro	Nicaragua	Nicaragua (well-aged)	Level 5 boutique Nicaraguan: teaches San Andrés Oscuro wrapper intensity, dark chocolate, black pepper, hickory, espresso, and Garcia-family full-body blending. 94-rated CA Top 25 2013.	San Andrés Oscuro wrapper (top priming, extensively fermented) contributes dark cocoa, hickory, and dense earthy sweetness.	Nicaraguan binder reinforces full-body structure and even combustion through the mature filler stack.	Well-aged Nicaraguan filler drives espresso, leather, black pepper, and lingering full-body complexity.	dark chocolate, black pepper, hickory, espresso, leather, earth	Experienced smoker, after dinner, bourbon pairing, user wants full-bodied San Andrés Oscuro depth with CA Top 25 credibility.	Beginner, nicotine-sensitive, morning smoke, user wants mild or medium profile.	Recommend for full-bodied San Andrés Oscuro intensity — 94-rated CA Top 25 2013 with dark chocolate, hickory, and espresso character.	High	Official site + CA ratings	No		https://www.laaromadecuba.com/cigars/la-aroma-de-cuba-cigars/la-aroma-de-cuba-reserva	14.	6.25	52.	Toro	6¼ × 52 · Toro	La Aroma de Cuba Reserva Divino · 6¼ × 52 · Toro · Full · Nicaragua · $14 · Notes: dark chocolate, black pepper, hickory, espresso, leather	CA Top 25 full-bodied powerhouse — extensively fermented San Andrés Oscuro wrapper over aged Nicaraguan tobaccos. Dark chocolate, hickory, espresso, and black pepper for bourbon nights.	Six vitolas $11.85–$14.25; Divino (6¼×52) representative.	Line also: Belicoso 5½×52, Beso 5⅝×48, Maximo 5½×54, Pomposo 6½×60, Romantico 6⅞×50.					
CUR-34-LADC-NOBLESSE-REG	La Aroma de Cuba	Noblesse	Regency	Nicaragua	5	5	Full	Coffee	After dinner	60 min	Bourbon	Mexican San Andrés Oscuro	Nicaragua	Nicaragua (Estelí, Jalapa, Namanji — Garcia family estates)	Level 5 small-batch Nicaraguan: teaches Mexican San Andrés Oscuro character, Garcia-family estate tobaccos, espresso, cocoa, earth, and full-body complexity at a premium price point.	Mexican San Andrés Oscuro wrapper adds toasty cocoa, dark earth, and oily texture with the intensity of top-priming leaf.	Nicaraguan binder (Estelí/Jalapa) provides cohesion and combustion support for the Garcia-estate filler stack.	Nicaraguan filler (Estelí, Jalapa, Namanji, Garcia family) delivers espresso, dark earth, pepper, and full-body intensity from estate-grown leaf.	espresso, cocoa, dark earth, black pepper, leather, cedar	Experienced smoker, after dinner, bourbon pairing, user wants small-batch Garcia-estate San Andrés Oscuro quality with premium construction.	Beginner, nicotine-sensitive, user wants mild or medium profile, budget-sensitive.	Recommend for premium San Andrés Oscuro exclusivity — small-batch construction from Garcia-family estate leaf with espresso, cocoa, and dark earth character.	High	Official site + halfwheel	No		https://halfwheel.com/ashton-shipping-la-aroma-de-cuba-noblesse-today/439323/	19.	5.5	50.	Robusto	5½ × 50 · Robusto	La Aroma de Cuba Noblesse Regency · 5½ × 50 · Robusto · Full · Nicaragua · $19 · Notes: espresso, cocoa, dark earth, black pepper, leather	Small-batch premium from Garcia-family estates — Mexican San Andrés Oscuro over Estelí, Jalapa, and Namanji leaf. Espresso, cocoa, dark earth, and pepper with limited distribution cachet.	Four vitolas $19–$20; Regency (5½×50) entry price.	Line also: Coronation 6×52 ($19.50), Viceroy 6⅛×52 ($19.75), Monarchy 6½×56 ($20).					
